     2   0.128085E+04   0.829447E-01   0.152139E-05   0.460495E+01
     3   0.119612E+04   0.118293E+00   0.304341E-05   0.542224E+01
     4   0.111620E+04   0.115177E+00   0.507375E-05   0.528099E+01
     5   0.105545E+04   0.870196E-01   0.761324E-05   0.464917E+01
     6   0.101290E+04   0.539662E-01   0.106629E-04   0.381556E+01
     7   0.984745E+03   0.291456E-01   0.142240E-04   0.297038E+01
     8   0.966504E+03   0.155549E-01   0.182978E-04   0.226228E+01
     9   0.956081E+03   0.997039E-02   0.228859E-04   0.173457E+01
    10   0.951743E+03   0.809284E-02   0.279900E-04   0.138234E+01
    11   0.951763E+03   0.698901E-02   0.336119E-04   0.119290E+01
    12   0.956241E+03   0.623005E-02   0.397535E-04   0.112365E+01
    13   0.962705E+03   0.584721E-02   0.464169E-04   0.112277E+01
    14   0.970888E+03   0.569387E-02   0.536042E-04   0.115429E+01
    15   0.979725E+03   0.559176E-02   0.613176E-04   0.119913E+01
    16   0.990984E+03   0.544966E-02   0.695592E-04   0.124943E+01
    17   0.100444E+04   0.534171E-02   0.783314E-04   0.130137E+01
    18   0.101888E+04   0.536878E-02   0.876363E-04   0.135446E+01
    19   0.103496E+04   0.559169E-02   0.974762E-04   0.141260E+01
    20   0.105099E+04   0.604518E-02   0.107853E-03   0.147149E+01
    21   0.106760E+04   0.676758E-02   0.118770E-03   0.153624E+01
    22   0.108480E+04   0.776494E-02   0.130227E-03   0.160702E+01
    23   0.110223E+04   0.901206E-02   0.142228E-03   0.168089E+01
    24   0.112018E+04   0.104887E-01   0.154774E-03   0.175414E+01
    25   0.113882E+04   0.121821E-01   0.167867E-03   0.181858E+01
    26   0.115764E+04   0.140872E-01   0.181508E-03   0.187749E+01
    27   0.117705E+04   0.161978E-01   0.195700E-03   0.193136E+01
    28   0.119690E+04   0.184904E-01   0.210442E-03   0.197514E+01
    29   0.121710E+04   0.209738E-01   0.225736E-03   0.201350E+01
    30   0.123785E+04   0.236589E-01   0.241583E-03   0.203943E+01
    31   0.125855E+04   0.265292E-01   0.257984E-03   0.206343E+01
    32   0.128000E+04   0.296039E-01   0.274938E-03   0.208029E+01
    33   0.130166E+04   0.328496E-01   0.292447E-03   0.208839E+01
    34   0.132350E+04   0.362978E-01   0.310511E-03   0.208865E+01
    35   0.134609E+04   0.399625E-01   0.329128E-03   0.207174E+01
    36   0.136851E+04   0.438792E-01   0.348299E-03   0.204774E+01
    37   0.139130E+04   0.480805E-01   0.368023E-03   0.201067E+01
    38   0.141455E+04   0.525616E-01   0.388300E-03   0.196241E+01
    39   0.143815E+04   0.573196E-01   0.409128E-03   0.190279E+01
    40   0.146196E+04   0.623545E-01   0.430505E-03   0.183015E+01
    41   0.148586E+04   0.676688E-01   0.452432E-03   0.174331E+01
    42   0.150989E+04   0.732745E-01   0.474905E-03   0.164314E+01
    43   0.153410E+04   0.791858E-01   0.497924E-03   0.153063E+01
    44   0.155858E+04   0.854145E-01   0.521487E-03   0.140513E+01
    45   0.158345E+04   0.919700E-01   0.545590E-03   0.126572E+01
    46   0.160870E+04   0.988571E-01   0.570234E-03   0.111195E+01
    47   0.163430E+04   0.106076E+00   0.595414E-03   0.943534E+00
    48   0.166017E+04   0.113617E+00   0.621129E-03   0.760171E+00
    49   0.168627E+04   0.121472E+00   0.647377E-03   0.561653E+00
    50   0.171263E+04   0.129643E+00   0.674155E-03   0.347903E+00
    51   0.173927E+04   0.138133E+00   0.701461E-03   0.119071E+00
    52   0.176616E+04   0.146948E+00   0.729292E-03  -0.124008E+00
    53   0.179324E+04   0.156088E+00   0.757645E-03  -0.380534E+00
    54   0.182053E+04   0.165556E+00   0.786520E-03  -0.650569E+00
    55   0.184804E+04   0.175357E+00   0.815912E-03  -0.934542E+00
    56   0.187590E+04   0.185489E+00   0.845820E-03  -0.123352E+01
    57   0.190421E+04   0.195953E+00   0.876242E-03  -0.154853E+01
    58   0.193292E+04   0.206752E+00   0.907175E-03  -0.187994E+01
    59   0.196194E+04   0.217892E+00   0.938618E-03  -0.222779E+01
    60   0.199125E+04   0.229370E+00   0.970569E-03  -0.259174E+01
    61   0.202084E+04   0.241184E+00   0.100303E-02  -0.297140E+01
    62   0.205069E+04   0.253332E+00   0.103599E-02  -0.336658E+01
    63   0.208078E+04   0.265813E+00   0.106945E-02  -0.377719E+01
    64   0.211107E+04   0.278626E+00   0.110342E-02  -0.420310E+01
    65   0.214156E+04   0.291772E+00   0.113788E-02  -0.464425E+01
    66   0.217227E+04   0.305245E+00   0.117285E-02  -0.510082E+01
    67   0.220322E+04   0.319044E+00   0.120831E-02  -0.557301E+01
    68   0.223447E+04   0.333163E+00   0.124428E-02  -0.606107E+01
    69   0.226602E+04   0.347601E+00   0.128074E-02  -0.656523E+01
    70   0.229793E+04   0.362357E+00   0.131770E-02  -0.708595E+01
    71   0.233022E+04   0.377429E+00   0.135515E-02  -0.762365E+01
    72   0.236292E+04   0.392813E+00   0.139311E-02  -0.817845E+01
    73   0.239606E+04   0.408499E+00   0.143156E-02  -0.875017E+01
    74   0.242953E+04   0.424475E+00   0.147051E-02  -0.933759E+01
    75   0.246324E+04   0.440724E+00   0.150997E-02  -0.993913E+01
    76   0.249708E+04   0.457230E+00   0.154992E-02  -0.105534E+02
    77   0.253098E+04   0.473979E+00   0.159037E-02  -0.111791E+02
    78   0.256501E+04   0.490955E+00   0.163132E-02  -0.118163E+02
    79   0.259930E+04   0.508142E+00   0.167278E-02  -0.124653E+02
    80   0.263396E+04   0.525527E+00   0.171475E-02  -0.131265E+02
    81   0.266909E+04   0.543093E+00   0.175722E-02  -0.138000E+02
    82   0.270468E+04   0.560826E+00   0.180019E-02  -0.144854E+02
    83   0.274069E+04   0.578708E+00   0.184368E-02  -0.151821E+02
    84   0.277710E+04   0.596724E+00   0.188767E-02  -0.158894E+02
    85   0.281385E+04   0.614856E+00   0.193218E-02  -0.166068E+02
    86   0.285093E+04   0.633089E+00   0.197721E-02  -0.173335E+02
    87   0.288830E+04   0.651406E+00   0.202274E-02  -0.180690E+02
    88   0.292592E+04   0.669790E+00   0.206880E-02  -0.188127E+02
    89   0.296380E+04   0.688224E+00   0.211538E-02  -0.195641E+02
    90   0.300194E+04   0.706686E+00   0.216247E-02  -0.203228E+02
    91   0.304032E+04   0.725160E+00   0.221010E-02  -0.210883E+02
    92   0.307896E+04   0.743632E+00   0.225824E-02  -0.218605E+02
    93   0.311787E+04   0.762089E+00   0.230691E-02  -0.226388E+02
    94   0.315704E+04   0.780523E+00   0.235612E-02  -0.234232E+02
    95   0.319649E+04   0.798919E+00   0.240585E-02  -0.242130E+02
    96   0.323620E+04   0.817265E+00   0.245611E-02  -0.250080E+02
    97   0.327618E+04   0.835550E+00   0.250691E-02  -0.258077E+02
    98   0.331643E+04   0.853761E+00   0.255825E-02  -0.266118E+02
    99   0.335694E+04   0.871885E+00   0.261012E-02  -0.274198E+02
   100   0.339771E+04   0.889913E+00   0.266253E-02  -0.282311E+02
   101   0.343875E+04   0.907833E+00   0.271549E-02  -0.290455E+02
   102   0.348004E+04   0.925626E+00   0.276898E-02  -0.298626E+02
   103   0.352158E+04   0.943293E+00   0.282303E-02  -0.306816E+02
   104   0.356336E+04   0.960807E+00   0.287762E-02  -0.315023E+02
   105   0.360537E+04   0.978164E+00   0.293276E-02  -0.323240E+02
   106   0.364762E+04   0.995351E+00   0.298846E-02  -0.331463E+02
   107   0.369009E+04   0.101236E+01   0.304471E-02  -0.339686E+02
   108   0.373276E+04   0.102918E+01   0.310151E-02  -0.347905E+02
   109   0.377565E+04   0.104580E+01   0.315888E-02  -0.356114E+02
   110   0.381873E+04   0.106220E+01   0.321681E-02  -0.364308E+02
   111   0.386201E+04   0.107837E+01   0.327530E-02  -0.372483E+02
   112   0.390547E+04   0.109431E+01   0.333436E-02  -0.380630E+02
   113   0.394912E+04   0.110998E+01   0.339400E-02  -0.388743E+02
   114   0.399293E+04   0.112537E+01   0.345420E-02  -0.396815E+02
   115   0.403690E+04   0.114047E+01   0.351499E-02  -0.404838E+02
   116   0.408104E+04   0.115526E+01   0.357636E-02  -0.412807E+02
   117   0.412532E+04   0.116972E+01   0.363832E-02  -0.420712E+02
   118   0.416974E+04   0.118383E+01   0.370086E-02  -0.428548E+02
   119   0.421428E+04   0.119759E+01   0.376401E-02  -0.436307E+02
   120   0.425895E+04   0.121097E+01   0.382775E-02  -0.443983E+02
   121   0.430373E+04   0.122396E+01   0.389210E-02  -0.451568E+02
   122   0.434860E+04   0.123654E+01   0.395706E-02  -0.459055E+02
   123   0.439356E+04   0.124871E+01   0.402264E-02  -0.466438E+02
   124   0.443861E+04   0.126043E+01   0.408884E-02  -0.473709E+02
   125   0.448373E+04   0.127172E+01   0.415567E-02  -0.480862E+02
   126   0.452891E+04   0.128254E+01   0.422314E-02  -0.487889E+02
   127   0.457414E+04   0.129290E+01   0.429126E-02  -0.494784E+02
   128   0.461940E+04   0.130277E+01   0.436002E-02  -0.501541E+02
   129   0.466471E+04   0.131215E+01   0.442944E-02  -0.508153E+02
   130   0.471003E+04   0.132102E+01   0.449953E-02  -0.514612E+02
   131   0.475535E+04   0.132937E+01   0.457030E-02  -0.520913E+02
   132   0.480069E+04   0.133720E+01   0.464174E-02  -0.527049E+02
   133   0.484600E+04   0.134449E+01   0.471388E-02  -0.533015E+02
   134   0.489131E+04   0.135125E+01   0.478672E-02  -0.538806E+02
   135   0.493658E+04   0.135746E+01   0.486027E-02  -0.544417E+02
   136   0.498181E+04   0.136313E+01   0.493453E-02  -0.549841E+02
   137   0.502700E+04   0.136823E+01   0.500953E-02  -0.555074E+02
   138   0.507213E+04   0.137278E+01   0.508526E-02  -0.560110E+02
   139   0.511718E+04   0.137676E+01   0.516173E-02  -0.564945E+02
   140   0.516216E+04   0.138017E+01   0.523897E-02  -0.569574E+02
   141   0.520705E+04   0.138302E+01   0.531696E-02  -0.573993E+02
   142   0.525184E+04   0.138529E+01   0.539574E-02  -0.578195E+02
   143   0.529653E+04   0.138699E+01   0.547529E-02  -0.582177E+02
   144   0.534109E+04   0.138812E+01   0.555565E-02  -0.585935E+02
   145   0.538552E+04   0.138867E+01   0.563680E-02  -0.589461E+02
   146   0.542979E+04   0.138865E+01   0.571877E-02  -0.592755E+02
   147   0.547390E+04   0.138807E+01   0.580155E-02  -0.595808E+02
   148   0.551782E+04   0.138692E+01   0.588517E-02  -0.598619E+02
   149   0.556154E+04   0.138520E+01   0.596963E-02  -0.601180E+02
   150   0.560504E+04   0.138292E+01   0.605493E-02  -0.603488E+02
   151   0.564831E+04   0.138009E+01   0.614109E-02  -0.605539E+02
   152   0.569134E+04   0.137670E+01   0.622811E-02  -0.607329E+02
   153   0.573412E+04   0.137277E+01   0.631600E-02  -0.608854E+02
   154   0.577664E+04   0.136830E+01   0.640476E-02  -0.610111E+02
   155   0.581890E+04   0.136330E+01   0.649441E-02  -0.611096E+02
   156   0.586091E+04   0.135778E+01   0.658496E-02  -0.611805E+02
   157   0.590263E+04   0.135173E+01   0.667639E-02  -0.612236E+02
   158   0.594407E+04   0.134519E+01   0.676873E-02  -0.612384E+02
   159   0.598522E+04   0.133814E+01   0.686198E-02  -0.612247E+02
   160   0.602606E+04   0.133061E+01   0.695614E-02  -0.611821E+02
   161   0.606657E+04   0.132260E+01   0.705121E-02  -0.611103E+02
   162   0.610675E+04   0.131413E+01   0.714720E-02  -0.610091E+02
   163   0.614657E+04   0.130521E+01   0.724411E-02  -0.608781E+02
   164   0.618603E+04   0.129586E+01   0.734195E-02  -0.607170E+02
   165   0.622511E+04   0.128608E+01   0.744072E-02  -0.605255E+02
   166   0.626380E+04   0.127589E+01   0.754041E-02  -0.603035E+02
   167   0.630208E+04   0.126530E+01   0.764103E-02  -0.600507E+02
   168   0.633996E+04   0.125435E+01   0.774259E-02  -0.597669E+02
   169   0.637741E+04   0.124304E+01   0.784507E-02  -0.594521E+02
   170   0.641444E+04   0.123139E+01   0.794849E-02  -0.591060E+02
   171   0.645102E+04   0.121942E+01   0.805284E-02  -0.587284E+02
   172   0.648715E+04   0.120714E+01   0.815811E-02  -0.583192E+02
   173   0.652282E+04   0.119458E+01   0.826432E-02  -0.578783E+02
   174   0.655802E+04   0.118176E+01   0.837145E-02  -0.574055E+02
   175   0.659273E+04   0.116870E+01   0.847951E-02  -0.569008E+02
   176   0.662695E+04   0.115542E+01   0.858849E-02  -0.563642E+02
   177   0.666067E+04   0.114195E+01   0.869839E-02  -0.557954E+02
   178   0.669387E+04   0.112831E+01   0.880921E-02  -0.551945E+02
   179   0.672654E+04   0.111451E+01   0.892094E-02  -0.545614E+02
   180   0.675868E+04   0.110059E+01   0.903358E-02  -0.538961E+02
   181   0.679027E+04   0.108656E+01   0.914713E-02  -0.531986E+02
   182   0.682132E+04   0.107247E+01   0.926158E-02  -0.524689E+02
   183   0.685180E+04   0.105832E+01   0.937693E-02  -0.517071E+02
   184   0.688171E+04   0.104415E+01   0.949317E-02  -0.509133E+02
   185   0.691104E+04   0.102998E+01   0.961031E-02  -0.500872E+02
   186   0.693978E+04   0.101584E+01   0.972832E-02  -0.492292E+02
   187   0.696792E+04   0.100175E+01   0.984722E-02  -0.483393E+02
